Configuration,Address,Name,Description,Area,Area type,Price,Price Unit,No of Bathroom
1 BHK,"Haripur Kalan, Haridwar","Bhagirathi Apartments, Birla Farm Chowk",Heavenly abode in the heart of haridwar. Flat consist of 01 bedroom and 01 drawing cum dining and 02 bathroom consisting of 01 indian and 01 western situated on first floor of apartment building,400 sqft,Carpet Area,₹19 Lac,"₹4,750 /sqft",2
Plot/Land,"Patanjali Yogpeeth, Haridwar",Pyramid Shubham,Residential land available for sell.Located in patanjali yogpeeth.Available at an price of 25lac it is a freehold property.,"1,215 sqft",Plot Area,₹30 Lac,"₹2,469 /sqft",0
Plot/Land,"Roshanabad, Haridwar",Haridwar Inderlok Avas Yojna,"Plot is on main 24 mtr wide road, 
Commercial usage, 
Most suitable for banks, builder floors, 
Office cum residence for professionals like doctors, ca, 
Any other commercial use, 
Adjoining sidcul industrial area,","3,231 sqft",Plot Area,₹1.93 Cr,"₹6,000 /sqft",0
Plot/Land,"Shivpuri Colony, Haridwar","Shivpuri Colony, Haridwar",The property is in the middle of the city and the colony has been approved by nagar nigam,952 sqft,Plot Area,₹28.56 Lac,"₹3,000 /sqft",0
Plot/Land,"Roshanabad, Haridwar","Roshanabad, Haridwar","I have a land available for sale in roshanabad, haridwar. Available at price of rs 27 lacs. It has plot area of 1000 sq ft. It is a freehold property","1,000 sqft",Plot Area,₹27 Lac,"₹2,700 /sqft",0
Plot/Land,"Roshanabad, Haridwar","Roshanabad, Haridwar",Plot near sidkul at low price infront of shivam acedmy at a very good location,"1,000 sqft",Plot Area,₹28 Lac,"₹2,800 /sqft",0
Plot/Land,"Shivalik Nagar, Haridwar",Supertech The Pentagon Mall,"East facing, 25 mtr from shivalik nagar (Ring / main )road","2,172 sqft",Plot Area,₹3 Cr,"₹13,812 /sqft",0
Plot/Land,"Roshanabad, Haridwar","Roshanabad, Haridwar","Plot situated on 40 feet road, nearby gree haridwar city","29,700 sqft",Plot Area,₹2 Cr,₹673 /sqft,0
Plot/Land,"Suman Nagar, Haridwar","Suman Nagar, Haridwar","I have a land available for sale in suman nagar, haridwar. Available at price of rs 3 lacs. It has plot area of 600 sq ft. It is a freehold property",600 sqft,Plot Area,₹3 Lac,₹500 /sqft,0
Plot/Land,"Jagjeetpur, Haridwar","Jagjeetpur, Haridwar","Residential land available for sell.Located in jagjeetpur.Available at an price of rs 30,00,000. The property has two approach roads of 30 fts","1,755 sqft",Plot Area,₹30 Lac,"₹1,709 /sqft",0
4 BHK,"Jwalapur, Haridwar","Jwalapur, Haridwar","Total privacy, near market all facilities are available","1,600 sqft",Plot Area,₹75 Lac,"₹4,687 /sqft",3
Plot/Land,"Sidcul , Haridwar","Sidcul , Haridwar","Corner plot 3 side open ,registry done, dakhil kharij done, wide road infront, nagarpalika road created, good location and connectivity, good neighboring houses, near by temple, very good hill view, price is negotiable for genuine buyers","1,600 sqft",Plot Area,₹48 Lac,"₹3,000 /sqft",0
1 BHK,"Roshanabad, Haridwar",Haridwar Greens,"1 rhk for sale in roshnabad ,haridwar greens situated in haridwar with a view of 180 degree shivalik ranges with modern fixtures. Likewise steel gate, 56'' ceiling fan, 1 double bedbox, 1 sofa, extra electric points, 25 litre rhs geyser, 2 steel hand rails in washroom, 1 curtain from ventilator to floor, fennesta glass cover in the balcony. Genuine buyers need to contact.",385 sqft,Built-up Area,₹10.98 Lac,"₹3,008 /sqft",1
6 BHK,"Sharda Nagar, Haridwar","Sharda Nagar, Haridwar",Independent house of 2 floor . 3 bedrooms in round floor and 3 bedrooms at first floor,"1,450 sqft",Plot Area,₹85 Lac,"₹6,758 /sqft",4
4 BHK,"Anandmai Puram Colony, Haridwar",Anandmai Puram Colony,"Located in one of the posh colony of kankhal, haridwar. The housing complex comprises only 42 plots having drainage facility, underground electric cabling and 30ft wide metalled road. The society came up in existence in the year 2000.","2,088 sqft",Plot Area,₹2.15 Cr,"₹10,296 /sqft",4
